from,to
1963,7791
9290,527
654,8096
5967,4511
2076,4791
5756,6938
9756,8952
255,2772
3195,718
2938,9377
1420,3820
3637,8473
2144,1221
3310,9047
6129,5188
175,1181
6056,5289
9560,2264
9422,8561
2891,4428
7136,7601
4919,8716
9307,4830
6364,2696
5751,8219
1470,2531
6257,9040
628,4031
4112,2036
1679,2552
7176,6551
9400,2554
8349,5151
9122,6383
239,7421
5263,505
9108,1450
6783,7912
5204,9667
7410,7161
8942,3614
9503,5276
295,9864
3021,5552
3426,1693
5166,3341
2875,1363
5228,4077
8222,4980
8187,5335
5813,5510
2511,1098
1518,5848
5702,1363
7034,3083
4213,2299
8738,747
6577,7840
1525,4184
148,2623
8828,773
6656,6282
9358,3932
8751,6635
47,2124
6392,7957
5923,3153
6686,2291
7089,4223
7922,5393
9474,6682
3369,4227
1257,4548
2041,149
4092,2500
5325,2671
3601,5359
8391,2661
9684,7686
5605,1801
5524,7084
9244,9149
5550,5586
9969,7801
176,6593
9175,4181
4880,8244
6610,7060
6821,5471
6122,9709
2243,479
4171,3271
5508,6544
9097,8976
9090,5957
1169,5418
4673,8008
5755,290
2905,3582
3724,3663
9537,2373
5143,6276
8407,9084
819,3937
2396,8496
4040,1964
2492,1151
4451,5672
2443,9211
9593,1967
2859,8733
8152,9698
9066,7026
4361,2345
8376,2727
7282,2361
2439,3228
8504,817
1387,1128
7825,4768
9184,1370
5672,4120
7499,5846
201,4103
9513,8020
4012,2504
3363,6385
3102,2949
1827,5792
971,2278
7025,5073
7465,923
9238,6892
7069,961
4657,9035
9312,629
3319,2017
3660,739
885,7482
5617,7113
6562,9152
325,8525
1488,6535
711,5927
3521,1094
7060,5932
3877,1330
1347,1977
7409,3865
3099,2680
8252,2856
7044,290
7812,3289
4378,8225
2926,2589
9582,4801
2409,7362
4712,7794
4515,721
1639,9468
3046,9671
5432,2336
8187,1773
4357,7959
6990,8710
2644,5098
1873,1284
4561,700
9611,9592
9222,2840
713,7444
5366,1746
7764,4207
7001,3229
9347,5972
2721,4153
7943,9463
8732,7174
2244,2294
6210,5577
9120,4119
7134,5386
1844,9891
1354,3240
6031,2735
3218,298
138,5779
7435,2995
5798,8058
4541,3568
290,6180
4218,6785
4424,4523
9139,6865
5639,5392
6640,8708
459,9697
2284,605
7896,7258
9588,9337
7238,4260
3028,4443
4230,8702
610,1269
451,9751
3494,5679
3124,9318
5926,7959
8446,3782
129,4390
3126,3729
9905,3563
3539,3511
2643,9638
4562,5275
4115,7395
9859,8618
8736,8448
8721,6201
2686,6301
8751,3675
4923,9504
5630,2572
4793,8209
9339,4300
7402,1385
8757,6731
42,402
4748,8237
4662,6538
9813,7211
6794,7194
6650,7542
7736,1309
5726,8152
3173,8096
5454,3545
8285,7333
1555,6154
2343,1715
8132,2018
3763,2669
5513,6115
3951,9277
1898,2904
4329,1261
2645,5485
1535,9250
1071,7979
8642,8758
1138,3263
4425,7840
9812,3749
7026,3970
3752,9494
9955,4815
9246,6987
5055,7175
7669,2701
628,1504
2129,2875
6976,50
9928,8023
8100,9888
4950,4734
2001,6766
10000,1169
9839,8163
6549,8900
5229,4748
8177,3395
1250,9514
651,5164
2626,8602
5710,6605
4716,2336
1285,843
4480,9439
3007,8092
4750,1142
3075,450
9145,6762
8429,5172
8219,9148
1669,2602
818,7255
1521,3637
2328,8953
3633,4808
624,6939
4104,6967
668,3135
1738,9707
2620,7317
8993,3535
9777,154
2634,1115
6911,605
6220,9066
3184,1119
1528,4426
4422,4567
4172,7023
9929,4223
6546,2020
6174,7006
9862,2351
280,1923
8036,9168
1496,5739
1919,8550
7280,2447
399,7150
2374,5517
7762,3673
5236,5761
8627,7992
315,8415
5991,7798
4872,3280
7236,2771
607,4215
7484,8793
3668,8831
7480,6093
9625,8083
3056,2275
2656,5513
5830,9070
4274,4299
9170,2051
2505,9540
4184,5369
9256,4932
4710,2991
1530,2832
7689,7721
3703,9241
2927,4873
1731,8295
3800,3062
8385,6065
2854,4268
4342,5468
1795,5087
5527,798
4545,4285
1332,2766
5804,2576
2574,8442
5260,4476
691,3395
4519,6235
9931,5321
9363,914
8411,7791
3193,5280
150,3003
5813,5155
9603,1308
8506,2470
9466,5368
1282,267
5656,1761
3555,9649
8163,6884
2670,4434
1287,1790
864,5884
270,7162
4795,9674
9966,5195
5215,9310
6764,7859
7810,4989
6718,9406
4255,3415
6478,5454
9914,7329
9755,3155
9378,6273
4890,6231
4943,1301
4569,451
4122,9393
7108,8833
5932,1155
8513,4576
1439,8292
8053,9069
9984,6782
4841,3845
5590,212
7896,1715
2061,9523
2623,1159
4091,211
6327,1126
1395,8041
9855,1480
5912,9773
4593,2450
8377,7026
2583,6832
5451,5463
8935,8335
3332,2330
5546,8884
2531,6820
9338,4669
206,3637
4761,6146
7603,1308
6431,6278
2736,7394
3659,9264
9758,8308
3002,6657
2391,4828
182,4305
488,379
1957,4187
8786,8629
9603,6193
8763,536
8730,3229
6529,9562
3773,9862
4015,991
68,427
6600,8500
9458,671
9247,2619
7746,9553
6601,7059
624,3878
3947,6274
9252,9989
8253,6578
6120,7983
384,9142
2699,250
5323,1048
7087,9113
49,48
3612,1065
2127,7795
5431,41
129,3925
4974,7895
5524,1820
7114,403
8582,7427
1943,7251
8186,4871
7871,7619
3287,7330
6834,1590
10000,5265
4306,8909
14,7444
7675,7267
7290,338
4592,5523
4775,6151
1936,8726
5035,2235
8104,4973
4238,2927
6130,5127
588,8870
8154,591
1925,4942
673,5958
8147,5595
9387,440
3275,9166
4499,8685
9724,7175
191,7375
2469,1524
4766,6467
8947,7172
5613,2566
8152,5180
8089,4421
2903,7381
8318,5801
9276,6273
5614,7341
7529,7688
7038,9325
6490,6227
5610,7117
8554,1492
8105,8563
5583,9904
5611,8914
6240,5338
703,84
118,8462
5232,2243
7104,1702
5055,8020
8337,2108
8493,9968
6613,1581
2591,1520
4593,1062
8708,709
1607,8798
2610,9202
6169,3664
828,3974
7509,8099
4016,8217
2846,7479
1692,2915
1435,4335
9169,7139
7513,3781
3488,9635
3212,7902
4209,2214
6658,2012
227,2506
8904,8730
3725,3168
2087,9815
8531,3556
7734,4594
8885,1947
7987,9774
4257,6969
5691,4690
9656,8477
1046,1728
8893,137
1297,5535
458,481
1331,792
9981,2575
4369,4522
3360,6801
845,5114
1670,5488
712,2874
1393,8525
872,5412
8337,1802
229,8788
9255,8099
4430,8752
3959,7015
3225,8100
9260,7063
9031,8990
389,9881
2997,1283
4909,713
3791,2060
9640,2589
2767,8880
7466,4900
6595,3103
9698,3930
4861,553
4371,154
9315,633
7779,2881
4727,1761
9516,5066
65,5667
7919,5036
584,4761
9769,3692
849,9505
2718,2480
5294,6841
7042,8162
4663,1027
7287,6685
3237,1813
6464,3687
6107,6847
1203,1690
5184,7258
4109,6496
1287,458
5472,2795
5392,2559
8248,6879
4663,2526
7611,4541
4697,215
5150,8140
7703,435
8052,1270
3476,7291
5105,7932
4296,392
2429,2967
791,5282
37,9133
2300,6711
2379,27
1550,3019
1037,6517
3397,5958
4195,1255
470,415
3714,7607
6985,195
8269,554
1564,4785
5212,3327
480,1365
2917,7548
8417,3119
7350,4515
339,3903
1700,6944
5096,3840
6845,6978
3071,4366
9594,4003
4054,8901
4033,5446
3872,583
2519,1628
3841,5866
531,2883
4934,3436
3453,1516
4113,2051
7797,6407
3634,6438
3376,285
3762,5793
7068,8586
9369,2153
8037,5941
2335,7869
5281,4733
3376,2612
805,8402
7544,3401
5771,7516
1405,2992
9483,7196
5148,2388
8758,5774
1676,7950
4673,8823
2911,4164
6494,6785
9927,6460
6295,3792
7445,2427
5556,3904
6476,9182
4268,1197
5956,3380
3223,6207
3707,8470
354,3968
8454,2772
8636,3403
1269,9422
7309,5282
3476,7163
1047,8812
7853,7369
2068,1449
8235,4322
7199,819
1834,5544
8223,7204
8922,9901
2621,2814
4451,7905
4998,859
6242,5480
6604,9297
5841,2791
1992,8001
8740,315
6282,4285
2208,7383
3489,6004
4678,1496
1829,6395
1677,3350
17,2521
4318,2585
1711,6911
4361,2069
716,4370
3444,7636
2986,9462
3236,8255
7748,6185
9476,9577
908,5322
7826,8199
6977,1940
7449,9184
7884,1131
7081,2125
4345,5057
6643,8092
3842,6677
2784,1239
2855,6185
4210,8540
5754,9582
4066,3545
4087,8542
9815,4071
241,7734
3864,6639
2568,8702
9497,2509
5174,262
4722,5392
7832,2671
8462,8650
3434,2164
5950,6731
1243,707
6573,8324
4960,2443
2191,8650
772,1859
1346,266
7389,4453
8167,8003
4074,1013
5626,372
3704,50
5724,451
8388,7576
5314,2807
3995,3328
4790,7827
6701,4373
2539,5424
7743,6723
7519,3461
3136,8509
777,6710
4372,5579
1169,4918
1996,7039
3935,8250
9510,5266
3275,4699
7472,6928
2532,6839
6728,1261
1324,9829
7823,1010
1744,916
5053,584
3766,863
4878,5648
9471,7502
8265,2412
7515,4444
4097,9294
2700,1345
292,779
2339,1003
9824,6971
6471,4862
7094,1359
9076,8437
2439,1807
5119,5187
700,2864
4760,7211
8418,7807
72,792
3633,2701
9914,7146
9677,2582
9926,6654
6181,8671
6248,6920
7065,5132
6703,2992
201,6043
8530,8902
9337,1328
381,659
9296,2718
2185,5677
6256,2255
7833,7895
6336,7984
2464,6179
5028,2796
3745,9029
3950,2292
9166,4853
7806,6615
866,1520
9557,6836
2970,9628
1015,8953
1037,5894
303,2390
8221,3210
8940,8563
9974,6494
6329,6747
1763,108
8123,5444
1024,6970
5411,5836
8009,7687
1635,3538
2226,7492
6542,3037
4768,8780
4951,9197
4516,9409
955,2908
4088,8597
523,7297
7730,1763
3730,3313
181,9512
7189,2338
4119,4432
8440,2621
6718,4673
7853,7487
7203,9630
7703,6365
2056,9929
6701,9217
2997,3929
8825,197
4430,1443
8736,3851
3041,7912
5629,8902
8684,8139
3110,9897
3947,3997
7600,1722
5391,6311
8895,3939
8314,3923
6421,7461
4086,9640
9755,8840
2421,4928
8797,9652
4083,359
1712,7765
6856,4018
3471,191
5595,6906
179,78
4848,6996
913,8583
3537,302
397,2673
8954,5079
7932,9322
5086,2460
3591,8727
6776,5979
3323,60
8668,1254
1309,4484
3963,1221
1180,6510
3829,8920
7967,5620
5769,1480
6477,9657
4664,6745
8651,46
8072,399
479,1777
1396,1369
4820,2818
9873,3790
2503,8819
1339,5650
6637,4348
8493,9605
6551,2665
8672,4521
9790,3456
4187,6079
5929,7234
3096,8748
1998,1038
7624,9645
4292,5452
3452,2932
4774,2557
6868,9229
4740,1084
9717,994
7700,2273
9603,3750
694,8498
7791,9234
4052,5142
3641,8171
5992,8312
9430,2284
1368,1140
7212,8149
7757,577
1051,6144
66,9995
6790,5211
3575,6444
8847,2743
3012,6422
6064,5260
8027,5151
8837,9847
9478,858
232,5249
4160,126
9972,5229
2064,9093
5979,3213
5887,7027
2515,3154
7003,8081
3179,2462
9684,3301
9995,6695
1811,7696
905,3019
8795,1587
1304,1643
5927,2319
155,4933
3411,5000
6712,114
7511,277
5447,1032
1390,8262
2681,2861
9797,7122
2902,2137
9870,5244
4414,3094
6580,6194
4145,423
4969,4162
3131,7410
2748,3721
5255,8427
1878,6586
1268,4175
9539,1895
8549,5978
6269,1102
2897,1797
2628,8435
3083,1727
7707,1478
1181,4487
9356,2273
9229,3987
6779,9297
4274,8416
7303,3486
6783,3447
3437,3528
8429,9592
2519,6112
6088,8646
9682,2096
8896,7887
3741,6872
4447,5126
4685,4774
6346,94
9165,8225
3905,6229
6275,3650
6096,7290
2798,6736
4600,5053
6891,743
3672,8322
3207,3091
9380,4370
2671,4319
8104,5134
7859,6884
9942,9616
2201,4304
7115,144
6893,5365
8320,8975
4230,2811
8411,6388
5332,2228
3638,8785
2310,9321
263,5105
7976,3878
6559,6848
921,9822
1055,8487
7114,6652
6259,3378
3106,1528
5442,9552
8575,2691
5934,8246
3256,8559
3414,3601
6734,9069
2027,3462
6208,8388
8592,3431
8445,4939
8010,5077
9923,4275
5879,5981
167,6564
2395,864
3150,2723
7605,6034
712,2828
8816,4975
8716,3570
5381,9061
1086,592
7566,7234
926,4635
8598,9691
9226,790
6172,9861
7219,81
6085,8228
781,2111
4753,6798
6575,8211
5078,7563
1179,6727
8457,5532
2216,9288
7260,3876
3386,1793
4897,4231
8387,2178
1852,2846
9347,4636
7286,916
9755,7100
8590,7201
4720,6674
8346,1696
5258,1886
8555,7086
7692,230
158,1746
3822,4069
7615,4228
133,3795
89,3403
5349,6317
9320,9718
2141,2497
1167,6262
2912,4553
2324,8583
6788,4129
5481,6138
3763,4726
6919,2816
7279,3982
3747,597
7811,3422
6226,6678
8404,4587
8633,6320
5734,4912
5244,1207
8123,9001
8328,8559
7350,5114
6285,2475
7262,1344
2435,4544
8878,369
4893,4964
601,9682
2459,1769
7962,8757
4633,608
4970,6909
9077,9867
1755,1904
4830,9524
6081,1255
664,3859
225,9253
1676,6032
4817,498
8891,533
6014,9267
115,751
4573,615
1803,8401
1913,3776
744,1861
8491,9580
3730,3184
3880,5616
4401,7313
932,7088
4769,1638
9764,4461
4436,3386
9665,7643
5494,6383
4552,7598
6172,5860
1599,1233
5638,9347
1410,3826
2980,9050
4587,6925
9460,1507
7824,8387
2777,2370
2487,5015
823,5611
436,7558
9163,6558
1427,5680
7816,4880
8288,4775
9660,6871
8995,1139
8593,977
6090,2895
7535,3650
4671,4340
1102,6968
3097,991
2169,1420
2750,6690
5887,6648
1605,6356
2468,2015
5449,5333
3844,3518
7530,7587
375,3789
8542,5170
8527,5089
7877,875
3422,6529
2378,196
3077,6163
9509,1896
423,2323
605,2962
6269,5519
3131,2507
5970,1746
7385,5134
9646,2843
8186,1861
2000,8137
3651,6242
1557,3653
3239,1163
501,9084
6464,3890
5500,2920
9705,9680
3718,1690
5849,9726
5380,1526
7977,7488
7787,1738
1751,5758
2331,9036
5075,1840
7693,5616
4774,3350
5366,2243
5251,5825
2712,3638
5766,2802
3912,4314
7897,8284
3322,9861
4261,1832
4184,3535
2837,2470
4466,1452
5093,8778
8351,9701
8714,6138
8865,3509
540,1395
6023,5965
6350,5699
6060,5620
2511,7415
796,4463
5560,2833
2679,1545
2021,2325
9966,6079
1985,9440
7083,2459
7609,1654
45,234
4563,2215
3456,9820
7256,8861
8491,6648
3468,5220
6259,5001
6751,2518
9773,2505
4155,7346
6913,6393
5757,3272
8506,570
4689,8916
9417,2667
4087,3493
1178,1647
7378,2969
3758,9050
8606,1911
1591,6184
209,3128
8562,8698
4682,1154
6175,3902
3990,6547
4428,1593
4642,9334
3631,3332
2203,9973
2178,4177
2225,1516
5177,9784
7210,2806
79,3346
67,4582
5710,1249
2480,6147
7118,1290
4309,2769
2996,9440
4573,5224
796,5342
3527,4691
2194,8881
3713,2152
249,368
1229,1119
9790,585
640,272
3959,5705
2697,669
4965,9463
4687,6649
5689,1165
531,8692
3235,5796
5700,3317
3109,571
9073,6227
7110,3541
4713,1567
6802,6748
2366,2049
7967,7685
7992,173
4522,8546
5174,82
6704,2461
4784,8831
5081,6872
9464,3714
302,5694
7326,7743
4731,6725
5154,2089
5952,5251
6901,784
9617,7258
3448,1831
1501,8770
7670,7792
9788,8929
7086,407
866,8649
24,8744
4752,4430
1112,7565
3065,1250
8288,9944
4978,9087
8432,5433
3011,8305
6985,4525
9674,5277
9744,1652
3743,9666
2014,7053
5713,5499
4115,7536
3983,973
3322,9319
6548,2835
4104,1674
1673,5284
8398,998
5678,6286
495,6377
6916,497
7019,8460
1953,90
6105,8557
5878,5434
2035,9032
189,9235
9899,7858
5740,9791
8428,1954
8967,4300
8779,9485
8818,1224
6684,7164
1715,9685
2993,1835
6310,8169
8093,6400
5802,2644
8359,2934
5929,5551
9082,2518
6533,8894
3417,2209
1117,3585
8544,7548
8143,9981
5989,8393
7447,8145
8414,1918
214,8376
9228,740
4606,8939
3812,5165
3865,2176
8495,2179
3210,8787
3623,4106
3819,6351
2114,6929
7797,1128
7403,4234
6526,7608
5067,3363
8253,4533
23,3024
2889,5116
6019,1863
1167,444
3476,568
9634,4833
1939,8839
2669,5835
3662,2103
9412,4058
1624,6549
5513,1369
2721,6318
5706,1908
3040,1342
4551,2583
4844,4326
5153,6916
7562,1481
494,7024
8689,6595
9097,2347
3097,4935
3879,1627
2162,1731
1044,644
5569,3714
1596,2182
7765,4382
4102,3394
6664,6415
2602,282
8369,4341
2034,228
7686,8110
8783,4043
9678,3828
4531,6227
5813,1574
1659,3639
3976,5201
4736,5664
3840,2491
4819,5908
7885,3068
6085,6184
7463,2106
4473,2275
5257,5919
5441,6321
6794,857
373,2865
448,9166
2514,3884
6553,281
5006,6114
3668,5670
5914,6403
6490,7029
8145,5510
3387,6382
8685,7834
7826,1714
121,1206
7770,7306
2704,8415
1802,5663
2388,886
8235,3157
5851,8523
8875,6916
8596,7698
7434,7956
3671,48
7874,1028
2475,8466
8324,9735
7953,8314
924,1213
8493,552
1350,4265
9301,4417
2650,9748
2097,8446
2739,7565
7826,2595
9790,4474
4352,8506
382,2192
9036,9675
4508,6076
5780,3979
9147,1260
9269,9951
1818,5708
5834,6171
690,8064
6370,4379
3439,3947
2336,9036
3180,2426
6844,6088
7287,7665
7479,2493
8851,8831
155,3033
6012,9040
4049,4404
6694,2703
1772,5674
494,9286
1251,3812
2130,8308
1596,4241
268,5017
8836,38
7961,9697
5163,5679
824,2714
6076,3856
798,5636
8666,6894
2471,6437
3029,4339
5207,9590
5916,9185
1502,3005
5021,3574
1001,5143
3944,4296
8293,7714
9265,9454
1215,36
2612,347
8263,7068
6291,3064
6755,8739
5675,8668
7584,686
4613,2282
5635,8131
5144,6008
8349,4518
5915,3031
8013,9023
808,9604
5359,4953
2285,3178
9250,5241
1564,2577
1304,3497
1874,3527
5078,2160
1764,9129
939,4160
7669,5375
8670,4236
1508,1169
2608,9364
322,5546
8944,910
8210,5816
6733,1523
5609,1900
1990,1107
2421,7780
1949,5861
3722,8722
2491,3024
2951,6985
7021,9711
2440,6580
5707,84
948,2243
7785,4828
8630,4418
2183,6266
569,8840
9123,211
1388,4905
2558,3238
4021,5656
9244,6582
2209,5357
6901,9013
554,7135
2520,5342
466,6958
1440,5631
7100,8063
8846,7362
2458,4117
6181,9478
8112,1800
1333,2559
6935,7157
2800,5990
7246,7074
3384,2110
2075,636
6585,8821
9840,8207
3779,8066
1720,1201
4239,6737
6400,7403
2850,8921
98,7333
5568,1255
1165,6653
3128,1080
2785,9620
7758,3416
6262,4645
1046,2818
2924,4755
3403,114
4460,8238
5487,4735
5246,3665
61,9039
7380,6971
4298,9446
8211,5479
8938,7279
4770,7691
8159,1525
9739,170
4332,1582
6607,8950
792,2773
5814,8310
5086,8866
372,9631
338,984
9031,2258
5085,1276
7484,3010
2537,2973
9969,4064
6376,8067
6549,2405
7806,1192
8652,443
5248,9246
5503,7384
3348,9340
992,1288
2504,1609
4843,502
3582,2691
7031,4711
6341,4363
9612,6692
8467,9889
1215,6098
6638,8200
4889,8831
5306,2694
3798,2330
844,1659
7128,5136
190,8075
6300,9807
1403,8921
9412,7064
3946,6481
6116,5286
2951,2626
2536,406
6828,1751
3074,4034
7840,529
1314,2013
2806,5667
2621,5949
5238,9209
7408,5136
2280,7573
6606,653
8316,6567
3349,6041
2279,57
9471,3042
4424,2532
4564,667
6025,6963
813,5140
6865,5986
8595,6949
5878,9330
3542,7255
2191,9068
4714,7311
6440,9487
5803,1000
7167,6920
2001,4475
7387,9549
1694,2430
2268,8182
6741,39
1773,8888
1861,6347
8630,4719
7634,2536
958,6648
3909,651
2526,3560
2777,7870
4433,5788
9815,9442
4759,607
236,1461
9593,9649
8453,735
535,9834
4573,2847
2748,1307
77,7005
419,3900
82,4716
6595,3800
8589,6782
4070,1538
5875,8723
6983,386
6773,4912
2250,463
2538,9016
7957,8891
7015,4314
5100,2710
3889,7318
7355,3471
9994,5821
9724,6734
9607,7780
9512,9623
6946,9908
8554,9180
2571,2338
3343,2451
8073,5286
8330,6526
8191,3946
3220,2157
9465,5329
4576,6124
757,4225
8845,7098
8383,990
804,7192
8213,1349
6241,2937
6937,1282
2815,8396
9029,5902
1068,451
6728,5496
8396,8736
1359,3439
57,235
7727,1753
1847,9250
1758,1011
3446,7550
6609,54
8400,2429
128,6466
9571,7137
982,346
3417,5461
5477,4587
7826,1543
4710,1690
9891,4455
9773,9881
4936,6602
7627,3398
5349,7339
1150,7825
4954,4127
6659,1991
2869,9987
1692,9935
1505,3621
972,1937
987,9147
3054,3982
3414,851
7590,6912
117,2633
9391,9294
3285,2190
2068,268
8269,7147
8394,7277
4094,82
8906,3638
7876,9837
7053,3313
9151,7878
8704,3066
9739,3682
8406,810
3802,2331
7357,8109
7380,9256
7528,1810
7797,6315
5932,3295
5733,5527
9735,4350
9061,3499
842,1992
2356,8640
2439,8380
7249,7259
9781,6651
4939,4719
1360,3764
9860,4114
1454,8311
2853,5802
2909,7528
3211,8548
9159,3746
719,2881
6615,3542
4355,4382
8358,4351
3127,6958
9198,9026
3500,7622
5904,6711
6512,1076
8592,734
2696,7325
2830,9313
9420,9794
1488,4420
7771,2974
746,3259
5264,479
8160,761
6204,7886
3538,7184
5427,5037
694,7737
7827,6252
1444,4033
7758,5975
378,6159
2856,3840
800,3998
2988,7540
950,3499
5754,2445
5369,5245
4987,1812
6708,6107
9109,240
5939,9182
4105,7887
4323,2261
3626,2848
9222,8847
2088,2971
5906,9353
2378,8462
6441,2819
1739,6276
1107,497
7355,5348
4583,8683
5254,2404
7545,1393
1681,8103
9309,9391
32,7178
3865,7689
6469,295
7177,2067
8532,9620
44,5664
1634,2748
9740,8149
1483,4711
955,2104
8962,8600
2537,5178
9715,9891
6273,3151
2660,7785
163,3174
8923,2433
8717,9673
5737,4453
9394,9091
7956,6790
4076,1320
4562,6893
462,902
8017,7695
6354,2374
787,4220
9778,8399
6839,7269
2018,5655
6227,9783
6266,8662
7261,8904
7105,2106
5593,1021
3684,7569
8061,2998
1415,8390
9520,7862
6994,5035
7472,9170
3421,4623
9219,8358
1702,2188
7062,6286
5695,7807
4785,3192
8725,7397
9707,5828
4298,4175
3353,484
7172,434
8146,4262
1999,8030
3103,43
4445,3496
7182,6531
9710,4309
2197,247
1322,1062
4275,1299
4107,27
8338,4478
472,6517
3593,6759
3980,7293
7198,1070
9126,8442
889,1820
6137,4658
2291,3087
723,9217
7373,5158
3946,9311
4717,8342
5858,7617
6995,1511
5340,6638
6747,8014
121,6780
8555,2055
972,7750
5867,2494
5693,5133
7540,2651
4201,2073
9569,3224
7271,3913
9730,8831
7190,4814
1824,4357
9537,8673
1163,846
4693,6636
3982,4507
3961,9420
8660,9783
5228,4785
404,5017
8109,3199
8248,1382
7779,4260
7308,3511
3325,5702
7601,4899
3364,3720
6321,3673
4556,6441
1676,9980
2729,5354
3633,6714
7119,6266
5209,9851
2721,7888
8830,4691
5515,6915
3097,5140
3852,6137
1480,2163
5642,4395
6846,4388
9465,9905
9508,949
2967,5727
157,6821
6574,2619
744,4943
9069,6682
1086,4551
6656,2359
3675,4863
427,7743
5562,582
9478,1819
6393,8862
9042,9259
1852,5112
6074,7932
9213,1150
2132,2630
2385,8205
8855,7348
437,7822
3847,3296
1191,5151
4619,2218
7985,8466
6928,9637
337,8481
5046,7407
4292,9149
7960,9995
9488,6882
2009,5501
7329,7544
6522,1857
1835,5577
1656,1336
8414,1226
4626,7392
5368,8551
1608,2302
4180,6432
5167,5771
6272,3194
6145,3881
7740,5987
5985,3696
7406,9846
3884,7881
3699,647
5899,5541
9376,1883
5413,8539
6214,9639
4737,9310
2004,9860
6153,6775
438,9724
6811,6723
5452,6964
9529,2875
1461,4677
992,1500
7450,6696
9797,611
8567,9678
667,9031
8116,4217
4578,8146
8610,6619
361,3917
5888,7993
8804,8712
7245,8443
3976,7379
4808,9123
1235,1499
6020,1431
5562,8404
2471,2461
1578,9471
3265,4706
9023,6169
9818,1318
4707,5840
6452,2280
1550,403
3088,4234
8171,4213
508,6176
1004,7997
9146,1883
8916,5565
7308,7180
162,1948
2971,6535
6573,5202
3926,3318
5979,6144
2007,5062
7132,2506
4482,3410
6675,6066
8328,3003
6628,4882
5784,4385
7000,4934
3188,7504
7134,2803
9761,5737
9981,5816
3368,3932
2580,1840
6265,8927
1362,5360
2048,8574
5057,7475
944,6143
6028,3488
4795,7472
3570,2132
6371,4608
8403,5538
7739,8278
535,8020
6199,146
2510,2316
7154,654
1378,6155
6911,6177
4152,4397
1911,1024
9126,5568
1216,5841
7214,1823
94,909
1032,4319
627,4353
9727,805
7571,7074
9153,4705
3283,3258
2554,716
2751,4771
9994,2473
394,8927
514,2827
3568,5538
6175,3267
3384,5773
4157,5940
1925,3815
8764,9478
4092,3641
560,4098
3423,7991
4178,3056
2648,9206
6100,3515
4465,8654
2338,5070
928,1822
4388,878
1425,951
7456,1395
1211,9478
8716,7923
5316,7729
6113,7117
4480,508
8987,5871
3029,3800
5981,9045
4954,1930
7969,5871
7806,692
9501,7709
7956,8898
17,8953
8076,5730
45,1377
4717,1921
9696,880
527,2126
1611,4793
8789,2830
2195,9727
9895,8219
9765,4483
9614,3657
4804,5658
9080,7351
7727,7930
2843,6590
7982,7650
3590,3178
9610,1795
1811,4209
9868,8767
9801,1508
7485,2797
1374,4386
1629,965
2874,5780
7264,7070
1894,8552
7122,4929
3811,5405
3163,1434
1224,8503
3038,2923
3395,2304
3531,7581
5504,8172
2149,4996
6551,4759
8349,9981
4144,8189
6269,1063
1730,8293
5921,8859
6776,7259
6831,2825
9445,8280
6167,9200
1903,9041
182,7162
9814,9993
917,3010
9608,8964
270,4227
9741,1993
1982,7694
1501,530
7750,855
1602,2691
6827,7405
6408,9445
5566,8116
1456,6222
7798,2945
5060,1503
2393,9057
1269,7082
4730,1126
960,1181
7532,5647
7183,3551
644,2147
9035,8518
1724,2490
3599,7219
2164,3448
4312,2523
9443,6855
2809,5042
2220,6960
6060,2342
7548,4917
6882,8421
8111,2366
7291,8413
4770,1326
3904,4846
8259,9489
6141,2925
244,7380
7805,9816
8431,6817
622,1201
1924,6006
6820,569
1421,9233
3161,3530
658,7706
6178,3216
1048,5021
1629,9125
7221,1458
7670,1337
703,5531
6984,8171
9442,5497
2416,5926
6608,7915
2046,506
6610,3941
661,741
7469,3417
8130,7438
1632,7652
2169,1102
7466,3143
7882,3164
6952,225
3219,436
6556,4661
1615,5859
5401,5389
7180,2017
2571,6491
282,459
4643,9752
8623,3403
8976,4667
7912,2535
8361,7879
6954,3220
6439,9937
9303,6468
1488,2061
1771,4355
5550,6116
2854,4377
3694,9060
5668,2173
2676,6932
8696,6103
139,3890
8728,1744
1578,3628
2049,4425
8978,1479
6122,660
9237,3055
1655,9106
5297,3131
5732,6234
2889,2140
4145,5827
6980,9458
3613,8638
2302,1787
6619,8243
3053,1273
7330,3671
6959,6047
4800,2039
6735,5496
8366,739
2246,7267
7630,586
174,5103
5824,989
7617,799
469,6307
2624,5531
8907,8137
4975,4515
5559,7779
6318,3951
5185,2356
7907,1480
1929,2134
4867,3645
7543,6054
4911,6339
7600,1311
7547,7645
4373,3777
6042,7043
229,5166
2149,8002
2130,3905
7274,7632
5617,1563
8641,7066
5163,7195
5434,4924
9633,2457
6914,5948
9964,1360
8021,3091
5394,2950
6157,1465
8309,601
8136,1116
197,4215
9640,141
8742,5386
1491,8455
1228,1038
7115,3548
3298,7696
984,2942
2715,4982
2433,6151
2351,8773
6186,9606
2167,4258
6936,1015
84,5593
2767,3453
8730,243
3868,5470
42,2696
5967,7403
7116,6865
767,218
555,6840
2722,6371
2891,8878
4516,1475
2198,4313
1492,7520
4355,2040
7039,3146
4792,6789
2260,9642
4742,7622
3958,5066
1203,3343
7632,2017
742,4567
4994,7225
6042,6549
3002,1166
4709,9784
6350,2981
691,4656
4982,6566
8907,7564
3782,4488
4115,4929
5657,7272
4015,4211
2297,6389
1717,1827
